text,toxic
depois que eu assisti o clipe varias vezes eu entendi .,0
"o cara sim simplesmente o maior vencedor da histeria de futebol , te com number anos e tem gás demais e no um gordo com joelho fodido",1
vai se ferrar ave ! desgraçada de perfeita te amo gostosa da minha vida,0
kkk porra amiga pprt karalho,0
a av do,0
"no mentiu , van goga era um tremendo bebo",1
retweeet caralho olha a filha da puta mano foda-se vou usa canudo,1
ano o shadowban vem hashtag hashtag,0
vai se fode todo mundo vai tomar no meio do cu caralho !,1
puta merda vontade de sair de casa com uma caixa na cabeça,0
caralho pirou de vez,1
puta que pariu a gente ganhou elas vou pra quico amo,1
"kkk eles ficaram sem argumentos , tadinha , parei , essa a ultima , do maior empates internacional do brasil para o maior empates carioca :",0
"retweeet pesquisa : maioria rejeita governo bolsonaro , garimpo em terra de menara e conluio de juiz com acusador",0
"xiii ficou feio , duas canetas lindas . mas repara que depois dele da a segunda caneta ele se jogou foi falta no kkk sabia que ia chegar uma porrada depois do marcador malandro",1
meu pau,1
retweeet bom dia o caralho vai toma no cu,1
filho da puta do caralho mano,1
retweeet essa guri a melhor,0
"sempre que eu ver alguém postando bodycheck se chamando de gorda estando com number ou number 0kg mais magra que eu , eu vou me sentir uma merda eu não tenho te . a . eu devo ter inveja de gente magra e botei na cabeça que tenho ana e mia pra ver se eu emagrecia , mas nem isso funcionou .",0
o gringo do time me seguiu .,0
inferi dos governadores da amazônia legal . avante !,0
"mano , teu sorriso me desarma at no sonho . puta que pariu ! que dio !",0
porra bia minha filha tu no pode fazer isso comigo não,1
daqui a pouco vai aparecer uns number advogados de defesa do mesmo lugar que vieram do adligo . quer apostar ?,0
o jeito que eu surtei .,0
"retweeet vá se foder , depois vai ficar me pedindo camisa",1
vai se foder então uai,1
o cara tinha que entregar uma flor e orar por ele depois de ser cuspido e xingado . acoberta mais que te pouco .,0
sonhei com uma pessoa muita aleatória e quando acordei tinha mensagem dela puta que pariu,0
cadeia em bandido kkk,0
puta que pariu eu sou um lixo,0
amam na grada de nosso salvador jesus cristo o senhor dos exércitos,0
retweeet olha aqui macho se você tem cabeça e pescoço então levanta eles pra me olhar nos olhos e no no meu peito seu fodido do caralho,1
varginha,0
se não gosta ela deveria ficar calada,1
olha eu gosto muita também viu ? ? vamos,0
porra eu iria ficar nojenta pprt,1
parabéns feia,0
"que resenha , puta que pariu ! at para almoçar esses filho da puta demoram",1
retweeet a bunda da vanessa salvou a sapatão de um belo banho de piscina kkk,1
"mano , as irmos martinez so muito boas . puta que pariu hashtag",1
retweeet gente nem to difícil bater o ovo na pia pra ele abrir,0
"o babaca do diretor do meteorológico queria colocar todo o aumento desde number a number na conta do bolsonaro com apenas number meses ! te certo isso ? o ministério . ricardo salles e o bolsonaro no negaram aumento , mas apenas questionaram a culpa do bolsonaro , como o imbecil queria dar entender que era !",1
algum me quebra a pau pra deixar de ser doido,0
"melhor coisa quando tu add , chama a pessoa e rola um papo da hora",0
mas minha me no deixou porque ela tava conversando com ele e mandou meu tio esperar . meu tio ficou muito puto e meu pai foi at a janela da sala e nisso eu e a mame fomos também . eles estavam falando um monte de coisa . meu tio pegou um tijolo e jogou na grade de casa . +,0
retweeet feio demais incomodar a vida das pessoas com um passado que nem rendeu,0
amo os dois nike mas to falando do doce agora,0
retweeet pretinho desse,0
bem la no escurinho para ninguém desconfiar,0
"foda acordar bem e de repente se sentir um lixo , se ver no meio de uma situa-o que sim vai tirar tua paz .",0
"ih porra assim no , está a parecer cabeça de um careca acachapa",1
"o pai dela sim faz bosta e ela fica passando a amor na cabeça , sendo que ele já foi um babaca at com ela",1
caralho feio eu fado umas escolhas que sim por deus,1
"abro a janela do meu quarto pra ventilar , um filho da puta vai la e coloca fogo no mato , com calor desse , e essa fuma fedida do caralho e pra piora te de tpm e daquele naipe !",1
"caralho , que absurdo . e o pior de tudo que o brasil te tomado por pessoas dessa índole rasteira .",1
dense . do lixo ao luxo .,0
isso at assusta as crianças,0
você indignante cara,1
teu cu filho da puta,1
sim conheço esse ultimo que por sinal o tinteiro mais idiota desse site já meti block nele hoje tempos,1
pega nós na rima você muita feia sim queria mesmo o namorado da maisa,1
"anderson martins no fluminense , filho da puta ! vai ser cobrado kkk",0
ai olha perdi as esperanças no vernon quando ele negou fazer a tatuagem de corão que o jung queria puta que pariu garoto toxico,0
pra ajuda te com uma puta dor de garganta ave maria,0
linda ! parabéns pelo namoro .,0
retweeet te vendo que a gabi no te conseguindo passar a bola pelas meninas inferno joga essa porra pra andara,1
não hoje pica,1
caralho meu deus sim,1
retweeet cigarro simpático fodasekkk,1
tomar no cu bicho insuportável,1
retweeet caralho eu sou muito feia inútil,1
também queria ver ! ! ! !,0
eu estava sorrindo at ver essas imagens,0
no pago pra filha da puta que me desmerece porque tem o troco,1
"kkk porra meno , isso muita falta de abuso",1
"fico andando no sol pra resolver as coisas pra rosa para ela ainda reclamar , folgada para porra",1
algum me chama pra jogar handebol fazendo favor,0
pra fora caralho hashtag,0
boa ana paula . hashtag,0
"hoje meu pai , um dia desse tinha na tal um tweet romantizando com 2k de votos e 5k de favoritas",0
caralho vocês estão chorando pela saída do maluco mds desde quando ele chegou era obvio que ele não teria muitas oportunidades . isso sempre foi obvio . não sei pra que todo esse choro .,0
"retweeet a maioria das fotos louvor ou um , ou outro , ou os dois to com cara de cu , no de de estranhar que necessite montagem http",0
hum superestimado,0
esse olhar que mata puta que pariu,1
você fica demente,1
"no faz isso com você fofo , o rancor veneno para alma . eu te amo",0
"o dia que a gente ficou rindo para caralho e foi zoar o ruan por ter pouquinho da escada , antes de ver que ele quase morreu ali mesmo",0
mano que porra essa velho,0
"a vem aquele pensamento "" que vontade de desistir de tudo "" mas tudo o que ? se não tenho nada alam do fracasso que carrego hoje anos comigo ?",0
"ele no precisa nem fazer isso nicholas . sim cortar anuncio e divulga-o de discurso que no gera mais dinheiro , rs . você mata por dentro e com sua própria plataforma - ou o discurso serve ao poder de gerar mais lucro , ou tchau . welcome to . mercado :}",0
caralho que anjo,1
deitada na cama de cabelo molhado e com uma preguiço da porra de secar triste,1
metia o chute no saco desse fodido,1
"paia demais . todo mundo querer mandar na minha vida , ficar apontando o que acham certo ou errado pra mim ah mas você no pode fazer isso , aquilo no serve pra você , tem que fazer desse jeito , essa roupa no te valorizou e tal tal tal eu que sei o que bom pra mim e vai toma no cu tchau",1
"ver : michele quanto foi seu vestido eu : xixi ver : o que , no com também fode e goza , vou na cidade compro vários",1
eu vou continuar usando essa porra ate acabar to nem ai,0
acusando do que eles so . a ditadura pelo voto viria via foro de sp e urnas eletrônicas ! esse filho da puta tem que voltar para o sarcófago .,1
"ser que eu consigo virar modelo sendo feia e tendo number , number ?",1
"esse a pode ir com a turma do vinho e quem mais quiser , pra puta que o pariu . dolos também perdem posto . sou flamengo e zico .",1
"a amizade pode superar qualquer desafio . e a turminha vai mostrar que juntos somos muito mais fortes . e você , já assistiu hashtag com os amigos ? ingressos :",0
você um lixo desprezível,1
rivais : cada a copa do brasil ? no ganha nada hoje anos eu : com tem o daniel alves no seu time ? no ? bento sai de cabeça baixa vai,0
já enchia a porra do saco desde o come-o,1
eu tremo de dor está feliz porra ao menos gravida não to mas eu nem transo,0
retweeet te to feliz ah,0
"retweeet barate e o caralho , hoje te pelas partes do complexo do lins , arvore seca",1
toma no cu dessa família que inferno,1
retweeet coloca no currículo nega,0
"frio demais pra roupa que eu queria usar , ave ! vá se foder",1
"o maldito artesiano no passa e quem tem que correr a gente . serio , esses motoristas deveriam levar mais a serio o compromisso deles .",1
vou deixar o meu pretinho pra sempre,0
aquele cabelinho azul puta que pariu odeio esse cara,1
"mais eu te to em paz , to feliz com tudo o que vem acontecendo que serio no me importo mais",0
pronto . começou a montar a narrativa de preso apolítico hahahahahahahahah espera ser acusado pelo menos brother,0
"o povo te problematizando esse vídeo mano , puta que pariu kkk vocês so chatos para caralho em",1
olha as indiretas kkk,0
"brasil , porra ! vamos para quico .",0
"um homem que eu nunca vi na vida me chamando de vadia "" protegido por deus "" cristo falso filho da puta",1
"segue o desmonte da não . já entregaram todo o sistema de distribuído de leo e gás da petrobras , que afeta a correição nacional . onze empresas estrangeiras se inscreveram para o leiloa do pr-sal . e ainda falam em brasil acima de tudo ? eles so mercenários do capital !",0
"se a pessoa me manda áudio de number minutos eu mando se foder , poupe",1
vai procurar trabalhar vagabundo ( a ) eu aposto que se eu gritar pega ladro tu sai correndo !,1
retweeet meu amigo : eu sou feio eu :,0
retweeet o mal de vagabundo querer roncar pra conhecido pra se aparecer pra desconhecido !,1
"rapaziada chata , não ? ! o cara trabalha com funk , vive no meio de mulher , solteiro ou no ele ia gravar o clip . mas a porque ficou solteiro te querendo se mostrar puta que pariu , gente chata para caralho",1
retweeet caralho finalmente um meme que representa number do que eu sou,1
"prefiro ela com o charles por motivos de hashtag sem roupa mas o charles muita areia para o caminhãozinho dela . acho a liza feia e sem grada , no tem charme nenhum . na verdade qualquer um dos number muito para aquele picolé de chuchu olha que acho o josh super seboso .",1
hashtag tem uma informa-o circulando que a hashtag vai decretar lei marcial e colocar tanque nas ruas de hashtag . aguardando se confirmar .,0
kkk caralho menor eu vou fazer isso,0
"hoje alguma situa-o especifica em que podemos ajudar ? caso o seu questionamento seja referente a algum objeto registrado , por favor , envie o código de rastreamento por mensagem privada .",0
"odeio ignorância , puta que pariu",1
to puto porque minha me me acordou,0
"mano do cu , cheguei sim agora em casa , pelo jeito hoje não era pra eu vir de artesiano de jeito nenhum",0
"esses dias conheci um piauiense , alagoano , cearense , baianinho , paranaense , moo que mora em roraima e outro em dubai . americano e norueguês . descobri que minas tem number tipos de sotaque : o da capital , divisa com bahia ( meio entonado ) e do sul de minas ( semelhante ao paulista do interior )",0
""" ah porque quando a gente se coloca no lugar do outro acaba deixando de fazer varias coisas "" olha amore , sinto te dizer mas as coisas que você quer fazer so erradas , desnecessárias ou no convém , espero ter ajudado .",1
"thiago querendo dormir e eu fazendo vários perguntas , está puto comigo já",1
meu sonho caralho,1
dois dias seguidos mandando um cobrador tomar no cu mentalmente,1
chora comunista miserável hashtag que te pouco .,1
te frio puta que pariu não acredito,0
"no , feia",1
algum pegou ah era wings ? me : infelizmente no kk queria ter pegado porque todo mundo diz que foi perfeita,0
retweeet ui te chorando ! hashtag,0
viado quer ver que essa porra vai dar uns number fv kkk parei,1
anda e tom puta que pariu seria um casa-lo com os dois,1
"no fico nem impressionada , o que me deixa mais puta que esse ser sempre foi assim e eu no enxergava , maldita hora que confiei !",1
tem que botar esse babaca no lugar dele mesmo .,1
"herpes um puta negocio serio que pode acontecer com absolutamente qualquer um , em relacionamento fechado ou no , e conservador trata como se fosse restrito a uma minoria de pessoas",0
"minha me e esses incensos , fico espirrando que nem uma filho da puta",1
"[ number number ] chia : oi [ number number ] oi [ number number ] amor meu [ number number ] chia : te adoro [ number number ] porque isso ? [ number number ] do nada [ number number ] chia : ave ! [ number number ] chia : desculpa a bento [ number number ] no , eu gostei quando a pessoa desconfiada kkk",0
retweeet ( emoji para chamar atendo ),0
tira da porra do jogo filho da puta,1
"bozó um covarde peido . ele larga o prego , fala um monte de mentiras e merdas sobre os outros , inventa dados , joga pra galera , destila seus preconceitos . e quando chamado na chincha , se difama e diz que no falou nada de mais . muito sem bulho essa booliana .",1
retweeet eu espero que o teu passado frustrado no te impera de ter um futuro lindo . [ temblar : consagrar ],0
"eu sou muito burro . tomei o antibiótico dose nica hoje , sendo que eu ia beber mais tarde . sou um idiota kkk vou ter que ficar sem beber",0
"o que passa na cabeça de um man assim fedi , comandou man",1
to passando mal para caralho,1
"se você termina o relacionamento / para de conversar com algum e continua usando a conta do spotify ou do netflix da pessoa você um folgado filho da puta sim , ver pagar o teu inferno",1
ainda falta enquadrar o e por apologia ao crime e fornecimento de roteiros para ai crime divulgados na deep bebi . vamos pra cima ! ! !,0
"vai rapas uma rola , vai gambá .",1
"rose , williams e irwin subindo . sim no vou ficar mais puto com o vesicais caindo porque o olear veio de grada .",1
essa thread muito necessária,0
retweeet ? ? ? ? ? ? ? ? na primeira presepada ela deveria ter metido o cotovelo nele . babaca,1
mano meu twitter apagou e apagou minha foto com o dublin player caralho to triste demais vou chora,1
retweeet cadê os safados pra foder esse rabinho ? ? ? ? ?,1
retweeet infelizmente as coisas no so sempre como a gente quer .,0
"ateei , eu não tenho nada contra eles mas eu não consigo engolir as musicas",0
depois disso quem vai se foder o homem que bateu porque ele devia ter levado uma cuspida na cara e ido embora bem vindo nossa sociedade de merda,1
eu fico to envolvida com as coisas da enfermagem que acabo esquecendo da escola,0
"uber me perguntou porque minha nota te to baixa , vou para de pedir para os outros",0
"ninguém dava nada por esse filme , justamente por ser a lady gaga ( uma cantora pop inexperiente no cinema ) . ai ela vem , compre um puta best original song , produz uma trilha sonora icônica e bastada , atua com maestria e o mérito nunca dela . o filme foi sim a chance dela brilhar",0
retweeet porque meu interesse passa to rápido ?,1
"meu deus gente chata para de querer mandar na pessoa , querer falar o que a pessoa ou no . parece as belieber de number puta que pariu",1
"retweeet eu desisto dessa vida de fato , zero candies de continuar e fora eu já no tenho . sim te sobrevivendo mesmo",0
ele pica,1
espero que isso ajude vocês gente ! <3 beijos beijos,0
retweeet mano bolsonaro puta maluco toxico veio aqui em casa solto amor gritão fedido slc amor cheiro de morte,1
vou mandar o jack bicar seu cu,1
no se pode nem dormir mais . amanhecemos com um jus armando uma bomba dessas contra ns ! ! ! puta que pariu !,1
te amo tanto porra caralho boceta pinto,1
vamos beber caralho já comprei number corpete e uma caixinha,0
"retweeet gente , todo mundo consegue engordar , menos eu puta que pariu",0
ih porra to brava,1
"retweeet quando ramos crianças , chorávamos bem alto para chamar a atendo . hoje , choramos bem baixinho para no ter que explicar a ar",0
mesmo bom dia o caralho hoje dia de clássico rei,1
retweeet eita puta que pariu hariany na vamos,1
a menina que te com o saco amarelo te com fome porra .,1
"segunda eu come-o a fazer terapia , nunca imaginei chegar a uma fase to conturbada e difícil da minha vida a ponto de ter que passar por isso . que tristeza sem fim",0
to fodido,1
kkk pode fala to nem a,0
"me perguntando porque o andrés mandou tirar o quem matou martele da camisa , porque o galliotti permitiu um no membro da comissão erguer a está e porque o vasco , meu time de corão , nunca se manifesta em porra nenhuma . se bem que com o eurico , tenho at medo . para",1
"as bailarina no me chamam pra arraia , os cara das festas no me chamam pra ser no sei oque de camarote , tem marca que tem medo de mim . mas a fax ( fora area brasileira ) no ! ! ! fui convidada por uma esquadrilha pra ser madrinha deles .",0
"eu no posso falar um "" a "" diferente do que a pessoa pensa que belgo fica puto comigo eu em",0
era o odes esse arrombado,1
"momento muito grave para o pás , onde o senado instalou uma ditadura e no temos meios para derrota-los , pois dependemos de um senado corrupto que não age em favor da sociedade .",0
esse dia já pode acabar,0
"minha me me irrita de um jeito que sim ela consegue , vai toma no cu",1
"queria fazer aquele negocio de "" poste uma foto sua e dos seus bias , e vejam com quem te chispam "" mas como eu vou fazer isso se sou feia pra diabo ? o menino que iam dizer ora eu ficar sozinha :(",0
"kkk cheguei cedo ornem em casa e qual foi o castigo que minha me me passou ? "" você da seu jeito pra arranjar um torpor porque eu quero que você volte a usar esta merda sua filha da puta "" kkk não entendi nada",0
"retweeet menara sentando o cacete em madeireiro filho da puta na amazônia , leo sobre tela florianópolis . século .",1
"acho que o mal do osculo a desunido familiar , se engravida cedo sim te metem o pau , se envelhece e fica doente morre jogado no hospital sozinho , chora quando um parente morre mas no aproveitam ele em vida , um ver o outro feliz que se incomoda , fofoca , disse me disse , ih foda .",0
tchau querido dalton iogurte power point,0
"hoje foram afastados integrantes da comissão que hoje anos tenta dar respostas a pessoas sofridas como minha querida av . minha solidariedade aos que deixam to relevante misso , com a certeza de que cumpriram seu papel .",0
que saco eu pelo uma coisa pro meu firmo fazer que colocar o lixo na rua antes de number 2h e ele no faz meu deus é to simples puta que pariu,0
retweeet hashtag simples .,0
aguardando a mensagem da julia falando que vomitou na cadeira do dentista,0
cara feia sim assunta quem no do sistema,0
vou tomar no cu,1
retweeet caralho esse cara é foda demais divulguem o trampo dele,1
so de saber que filipe luz já pode jogar a libertadores eu fico todo feliz,0
"thread tudo que a lea cyrus já fez em prol da comunidade labuta + . number . lea cyrus era uma das nicas artistas da disney ( em ativa ) a sair em defesa dos direitos labuta + , mesmo a empresa proibindo seus artistas de apoiarem tal causa .",0
retweeet meu sonho a sociáveis ser na semana do meu aniversario puta que pariu,0
"tubarão ex str29 , jogo da porra",1
cu porra que tipo de desgraçada mental baseia number relacionamento em uma coisa to fútil ? que inferno,1
puta que pariu que idiota,1
"bem feito mesmo , pretinho sob medida",1
velho eu sou muito burro kkk to morrendo de rir agora,0
grande é ? ? ?,0
"xangó : justiça divina seja feita em retribuí aos que espalham palavras de amor , respeito , bondade , esperança , luta fora encantamento paz",0
retweeet que rola linda,1
"mais uma noite pela frente , siga-as",0
"bom dia ! sabia que o novo est fazendo um abaixo-assinado contra o aumento do fundo eleitoral para ar $ number , number bi ? se tu também contra tirar dinheiro publico de reias prioritárias pra sustentar campanhas eleitorais , assine já ! hashtag",0
moral esse computador da apple um lixo pelo meu pai amado,0
"eu respondi : no foi nada , sempre que precisar estou a disposto ! me sentindo uma idiota kkk parece que nenhuma resposta ser suficiente",0
no teve . semana que vem falou que rola :),0
"você diz que desistiu , mas incontrolavelmente continua tentando .",0
"eu tenho que tomar no meu com te cansada de saber que eu passo mal quando como requeijão e o que que eu fado ? isso mesmo , como requeijão .",1
porque ninguém te ligando pro fato de termos apenas number meses pra travar o aquecimento global ou a terra no ter mais como ser habitada ? ? ? ? ? ? ? porra acordem pelo amor de deus ! ! ! ! ! ! ! !,0
vaza algo hoje de peso . tipo algo sobre a facetada .,1
"amo todos , mas eu prefiro o paulista * - *",0
av do doa,0
com o estomago fodido louca pra me encher de porcaria,1
to todo fodido,1
"eu acredito que o similitude dele foi a bruna , o que ele fez em uma temporada no conseguiu repetir por que o jogo no funcionava mais para ele . o bale no conseguiu se encontrar como engrenagem do motor , ele precisava ser o motor . e com cr7 em um lado e no outro messi , difícil .",0
la segunda foto me representa,0
hahahahahahah eu passo mal quando ela fala que o dudu no quer mais nada na vida sim ela,0
pelo jeito est rolando uma competido dentro do governo pra descobrir quem o ministro mais canalha,0
"porra de daniel alves , cadê o soo frango",0
"eu não posso dizer nada pra não acompanho e nem gosto dele , mas todo mundo que eu vejo elogia as musicas e a voz dele e como ele trata os fãs então",0
retweeet hoje conversas que justificam gastar dados moveis e horas de sono,0
aproveita e manda assar a sua carne de piranha também kkk te amo beijos,1
porra porque to perfeitos hashtag hashtag,1
boa porra ! ! ! ! menos um cio pra atentar,1
"no tenho nada contra gerias ou expressões idiomáticas em geral , e uso muitas . mas vocês nunca me vero dizendo "" passar pano para "" . acho horrível , e no sei explicar o porque . prefiro , no lugar dela , falar de conivência , cumplicidade , condescendência . ( acho o vence mais bonito . )",1
todo mundo sabe que o viado o gay escandaloso,1
mal posso esperar para ir piscina,0
desgraçado kkk,0
chamo de feio na carnuda kkk,0
vá se foder coloca a amanda,1
flor do reino na viagem medieval,0
bom eu na acredito que eu virei exatamente a mesma pessoa de um ano atrás que surta toda vez que algum fala de sexo porque eu no consigo fazer eu sou um lixo,0
que porra de pás esse que segue um velho esclerosado que nem mora aqui ?,1
essa ama uma rola,1
"ai amo muita , , obrigado indignante da minha vida",0
"bem feia , mas vai",0
aquele ditado não bonito de boca fechada puta que pariu chernomacho sim fala agua,1
eu e o já puta que pariu,1
o velei feminino ainda vai me matar do corão porra muito bom,1
trabalhando nessa intendo prima,0
ele encheu a administra-o do governo do povo carioca com monto de aliados do garotinho !,0
melhor amigo * * * * *,0
caralho os jack todo trampando de uber,0
caralho que nervoso rs,0
relator acha urgente saber se verdeado est sendo investigado pela pf por causa de grampos ilegais . o mesmo relator que abriu o inquérito que censurou a e me mandou com urgência para a pf por causa de um documento legal . que bom que agora ele defende a imprensa .,0
não to puta não deixa sim eu jogar esse tijolo na sua testa rapidinho kk,1
"porra , meu twittter no atualiza , fica aparecendo as mesmas coisas number 0x",0
putinha do cap de fusca,1
retweeet number da minha conversa com o matheus é aleatoriedades e number falando o quanto ele é lixo,0
"isso sim pra quem tem planejamento na vida , no o seu caso querido",0
se paga de moleque mesmo sapato do caralho,1
* * * * * * * * muito lerdo puta que pariu,1
"lucas quer falar que eu sou sozinha , ok . mas ninguém gosta de se aproximar dele porque alam de fofoqueiro falso . ainda tomou um puta soco de um homem no festival e fez o que ? nada ! kkk sim tem marra com mulher",1
retweeet tem mais de number mas que tomo xilocaína todos os dias e nada de melhorar,0
"espero , está foda mano .",0
enfie 3l de catuaba no seu cu : confie na sua capacidade de passar vergonha relaxando,1
o anta quer sim colocar terror .,0
assim que se faz tira seca e posta por isso que o jung que manda na porra toda ! mame ama tudo vocês meus anjos,1
retweeet quem disser que o x-tense no revolucionou o hip hot angolano depois disto porque ou burro ou burro .,1
mas fizeram sim uma coisa errada ! hashtag,0
se sentir culpada ou medo por coisas que não tem culpa não normal isso não amizade castigo,0
porra ontem foi bom para caralho,0
retweeet um trecho da musica da mani caralho eu vou ter um treco abençoa esse hino meu pai,1
uns tem neurose pra caralho e eu alivio no trago,1
"por isso me afasto , por isso corto laos , vínculos e a porra toda . arrependimento zero !",1
meu deus eu vou chorar eu quero muito comer um doce um bolo sei la me ajuda deus,0
"amigos de curitiba , algum peladores deus me chama pro rol hoje ? ! ? ! te querendo beber , danar e curtir um bocado a noite hoje , minhajudem !",0
gente eu no te nem acreditando . esta na minha amor porramelhor álbum,0
sempre quis um antes de ser moda esse caralho,1
"sexta dessa minha me falando pra caralho no meu ouvido , vou logo pra rua",0
"- tinha que matar esse filho da puta , tmnc .",1
esse gajo me deu block kkk,0
por isso não perco mais tempo desmentindo gringo aqui . não vou me estressar e dar a cara a tapa enquanto nego está ganhando number pau e fazendo nada . quando eu ver mudança de postura vou a bater,1
isso no significa nada no sei porque estou suando,0
tem musica sertaneja problemática e não vejo algum falando um,0
minha me viu esse vídeo e começou a me bater,0
eu odeio o capitalismo de uma forma to grande .,0
retweeet o ponto ideal da carne no pasto mugindo filho da puta,1
o que eu fado ? ? ? ? nunca cheguei nessa parte,0
qual a probabilidade de eu nunca ter tomado uma dura da polícia e essa mina já ?,0
ns sim encerraremos quando eles entregarem verdeado . nosso alvo verdeado,0
caralho nublando mesmo tudo cinza esse lugar no pode ver uma oportunidade de chover que chove,1
leva tudo pra sua casa porra . está com de adota caralho ! ! ! ! foda-se essa raa . deixa se matarem mais ! ! !,1
o conceito era ser feio,0
eu sou : gay otero bi muito feio,1
se essa desgrana vier falar comigo de novo eu mando tomar no cu sem de,1
mano com a minha me tinha levado uma puta que sim paravam no hospital !,1
menino chato do caralho viu,0
"delicia de cu , vontade de deixar todo arregalado",1
""" vamos falar serio agora "" ai eu falo sobre o pau do thor",1
"nunca fui , sim se fosse pra chegar andando ou de skate",0
kkk puta que pariu viu,0
puta merda . que povo escroto .,0
"boa tarde , eu te muito feliz",0
esperando meu firmo parar de jogar para limpar a sala uma porra mesmo viu,0
caralho te muito alto akkakaks,0
brasil que porra esssa . vai deixar a republica dominicana ganhar de virada ? ! meu pai embora meninas . velei feminino me mata,1
retweeet vá se foder como todo mundo simplesmente todo mundo consegue ser bonito e eu no ? ? ? ? ? ? ? ? ?,0
foi um arraso vai ? e o rui bosta no fez falta e o planinho dele com militantes petistas foi por agua abaixo . proibiu policiamento para militância pelega ficar a vontade mas oh ! no apareceram kkk,1
"sim mano , fá puta que pariu",1
", . envio de nomes para as correntes : umbanda . oprima . rj ou umbanda . oprima . rj2 atendo : por determina-o do mentor da casa , devemos responder a todos . portanto sim recebemos nomes para as correntes pelos e-mail ' sim .",0
"retweeet mano tenho que pensar mais em mim , eu fado de tudo pra ver a galera feliz , e o povo no move uma palha para me ver bem ah ver",0
chama logo,0
com number anos eu no sou muito nova pra já estar vendo gente querida morrer toda hora ?,0
"esquilo no amor , pfv chama de saco de lixo , qualquer coisa .",0
retweeet hopper : este homem apesar de no parecer um dos mais perigosos do mundo alexei :,0
"la casa de papel bom demais , puta que pariu",1
"retweeet mas não da para negar que o fandom do bts muito , muito grande , estamos ate que bem . hashtag hashtag hashtag hashtag",0
retweeet que porra essa ?,1
"retweeet no tem grileiro , no tem fazendeiro , no tem invasor , a culpa dos povos da floresta .",0
me mostra onde te o prego timo porque eu não vi ainda no,0
falou o cara que copiou vamos vamos chape aza aza entre outros,0
twitter virou lugar de fiscal de dinheiro alheio . te chato já,0
kkk vence,1
tem um casal sapato no meter,1
"ontem fui de um date cult e tranquilo pra ir parar num bate-o no centro , bebendo litro enquanto tocava funk rala cu ~ auge ~",1
isso alguma piada do 7x1 que eu perdi ?,0
"como diz bob marley : odiar sem conhecer ter inveja e no admitir . por isso digo sempre : quem comigo no vive , da minha vida no sabe nada",0
"vence , quando eu digo que sou amigo , eu sou mesmo . varias planos pique la casa de papel , ninguém nos pega .",1
eu com a raquel,0
"o presidente do santos ficou puto por que o curitiba queria vir jogar no flamengo , kkk no print que você mandou , o presidente do santos promete retaliado ao bruno henrique . kkklllkk",0
"hei animal , se ele implanta-se a pena de morte , o povo brasileiro do bem , iria solicitei e exigir que você e seu bando de ladroes da pátria , fossem os primeiros a serem enfileirados no pareado da morte , seu basta ! aza cuca do caralho !",1
retweeet lava jato agoniza enquanto verdade de lula fica cada vez mais forte,0
"estas empresas no respeitam usuários , eles te oferecem produtos e te usam como produtos , ou seja , se você um produto , tem que ser bem visto , para poder ser vendido a outros , se você no deve o padro eles encontram outro produto que siga .",0
"a turma que começou esta tag acho que o hashtag porque quer julgar e afastar , muito justamente , silas . essa gente gosta de ser burra ? no entendem que esse cara prevaricou ? crime funcional , sujeito a condena-o e pena . vou estudar , bando de ignorantes .",1
"enquanto houver língua e dedo , no a puta que meta medo",1
te numa ressaca do caralho,0
droga,0
pegaram o bom senso e enfiaram no cu,1
a eu de curiosa fui atender e o macho tava pelado balangando o pau,1
nossa padre que palavras fortes as tuas . aprendo muito com o senhor . belo ensinamento o seu .,0
"ministro da educa-o sobre paulo freire : "" se fosse to bom , ia ter pelo menos mais um pás usando o método dele """,0
"um crente saudável no medido sim pelo apetite dele pelo sobrenatural , mas pelo carter aprovado . queria muito que as pessoas entendessem isso !",0
retweeet sim em pensar que segunda feira vou ser obrigada a botar os meus postscript na minha escola que sim tem retardado olha .,1
eu sou muito apaixonada por esse vídeo e amo cada detalhe de josh beauchamp,0
[ number number ] edu : acordei agora mulher não me faz pergunta que bexiga mais de number neurônios [ number number ] edu : exija [ number number ] : bexiga [ number number ] : jkdkskskndnf [ number number ] edu : vence,0
retweeet ernesto araújo literalmente falando senti frio no meu cu em roma e por isso no hoje aquecimento global,1
"eu no fado quesito de mas porra nenhuma , fá",1
ah que fofo . eu quero,0
feio e você kkk,1
apoio,0
eu no consigo imaginar você fazendo essas coisas por favor no faca isso comigo,0
puta que pariu com chegou igual um armário kkkj,1
quando deu pau no meu hd era sim depois de muita tempo de uso direto que dava tela azul e de vez em quando travava a imagem e o som,0
ah piorada sapatão emocionada mas quando gosta minha filha . olha esse casal amiga felicidades pra vocês,1
e você seu vagabundo vai ser expulso do pás .,1
"hashtag | uso de canais de comunica-o publica para propaganda e comunica-o estatal inconstitucional , apontam procuradores na ao .",0
retweeet sapato : se conhece number dias : se passam as sapato indo morar juntas :,1
"padre sendo padre sim isso , no passa de um vagabundo",1
"finalmente hoje consegui fazer um feijó temperado boca de se foder , obrigado pelos mimos canais de receita",1
sábado que vem neguinha vai está me enchendo-o saco pra sair,1
"a bixa te beba essa hora da manha , indignada porque encaminhei meu judio pra ela te amo sua linda",1
retweeet pirocas meu peru bota retinir nessa desgrana,1
ah sujo ele era mas feio não kkkjjk o gerard number amorzinho,1
no aguento esse homem e perfeito demais ah,0
